hour_minute,high,low,average,open,close
21:48,6627.1,6619.4,6623.65530383796,6619.4,6627.0
21:49,6619.4,6618.1,6618.54074074074,6618.1,6619.4
21:50,6618.1,6605.0,6608.86181280409,6607.0,6618.1
21:51,6607.0,6606.9,6606.978947368421,6607.0,6607.0
21:52,6613.6,6607.0,6611.042105263157,6613.0,6607.0
21:53,6615.31786649,6613.0,6613.703022217693,6613.9,6613.0
21:54,6615.0,6613.9,6614.1723950177775,6614.4,6615.0
21:55,6614.8,6613.9,6614.284999999999,6614.0,6614.8
21:56,6613.9,6606.9,6609.249830652727,6606.9,6613.9
21:57,6607.0,6606.9,6606.936363636362,6606.9,6607.0
21:58,6607.0,6606.9,6606.94,6607.0,6607.0
21:59,6607.0,6606.9,6606.933333333333,6606.9,6607.0
22:00,6606.9,6585.3,6594.499263003359,6595.8,6606.9
22:01,6600.6,6595.7,6597.957142857144,6600.4,6595.7
22:02,6604.2,6600.3,6601.659999999999,6602.4,6600.3
22:03,6605.6,6603.0,6605.336363636365,6605.5,6603.0
22:04,6605.7,6605.5,6605.5625,6605.7,6605.6
22:05,6606.9,6605.8,6606.072727272727,6606.9,6605.8
22:06,6615.3,6606.9,6611.421271239167,6614.4,6606.9
22:07,6614.3,6614.2,6614.26,6614.3,6614.3
22:08,6619.5,6614.3,6616.482035654443,6619.5,6614.3
22:09,6625.0,6618.1,6621.397701149421,6624.0,6618.1
22:10,6624.0,6623.9,6623.96462637742,6623.9356118000005,6623.9
22:11,6623.9,6621.4,6622.500000000001,6621.5,6623.9
22:12,6621.4,6614.0,6618.421008192187,6614.0,6621.4
22:13,6612.0,6598.1,6605.59084277466,6603.7,6612.0
22:14,6610.1,6603.8,6607.107692307693,6610.0,6603.8
22:15,6610.1,6610.0,6610.05,6610.0,6610.1
22:16,6610.1,6610.0,6610.06,6610.1,6610.1
22:17,6610.1,6610.0,6610.05,6610.0,6610.0
22:18,6610.1,6610.1,6610.100000000001,6610.1,6610.1
