hours,high,low,average,open,close
14,1.928e-05,1.916e-05,1.9226666666666667e-05,1.922e-05,1.92e-05
15,1.955e-05,1.91e-05,1.922046875e-05,1.926e-05,1.923e-05
16,1.975e-05,1.927e-05,1.9518627450980396e-05,1.946e-05,1.927e-05
17,1.951e-05,1.936e-05,1.9430833333333334e-05,1.951e-05,1.944e-05
18,1.969e-05,1.943e-05,1.9549180327868854e-05,1.953e-05,1.953e-05
