SMA,EWM
16.572699999999998,16.579563636363638
16.576999999999998,16.58452727272727
16.5822,16.590345454545457
16.5881,16.596854545454544
16.594,16.602290909090907
16.598399999999998,16.606654545454546
16.6028,16.6104
16.6071,16.613345454545456
16.610599999999998,16.615509090909093
16.6133,16.617036363636362
16.6158,16.618072727272725
16.6178,16.618836363636365
16.6189,16.619236363636364
16.6191,16.619436363636364
16.619300000000003,16.619600000000002
16.619500000000002,16.619727272727275
16.619600000000002,16.619818181818182
16.6197,16.619890909090913
16.619800000000005,16.619945454545455
16.6201,16.620345454545454
16.6204,16.620690909090907
16.6204,16.62061818181818
16.6205,16.62072727272727
16.620600000000003,16.62081818181818
16.620700000000003,16.620890909090907
16.6209,16.621127272727275
16.621199999999998,16.62150909090909
16.621499999999997,16.621836363636366
16.621799999999997,16.62210909090909
16.6219,16.622327272727272
16.622,16.62252727272727
16.622299999999996,16.62270909090909
16.622499999999995,16.622836363636367
16.6227,16.62292727272727
16.622999999999998,16.623163636363635
16.6233,16.623527272727273
16.6235,16.623836363636364
16.623700000000003,16.62410909090909
16.6239,16.624345454545455
16.6241,16.624545454545455
16.624299999999998,16.624709090909093
16.6245,16.624836363636362
16.6247,16.624927272727273
16.625,16.625163636363638
16.6252,16.625345454545453
16.625300000000003,16.62549090909091
16.625400000000003,16.625618181818183
16.6255,16.62572727272727
16.6256,16.625818181818182
16.625700000000002,16.62589090909091
16.625799999999998,16.62594545454545
16.625999999999998,16.626163636363632
16.626299999999997,16.626527272727273
16.6265,16.62683636363636
16.626599999999996,16.626927272727272
16.6267,16.627
16.6269,16.627236363636364
16.627099999999995,16.627436363636363
16.627299999999998,16.6276
16.627599999999997,16.627909090909093
16.627899999999997,16.628163636363634
16.628099999999996,16.628363636363634
16.6282,16.628527272727272
16.6283,16.628672727272725
16.628499999999995,16.628800000000002
16.6288,16.629072727272725
16.629,16.62929090909091
16.6292,16.629472727272724
16.6295,16.629800000000003
16.629700000000003,16.630072727272726
16.63,16.630490909090913
16.6303,16.630854545454547
16.6306,16.631163636363638
16.630900000000004,16.631418181818184
16.631300000000003,16.631800000000002
16.631600000000002,16.632109090909093
16.6319,16.632363636363635
16.632200000000005,16.632563636363635
16.632500000000004,16.63289090909091
16.632800000000003,16.633163636363637
16.633099999999995,16.633563636363636
16.633399999999998,16.633909090909093
16.633699999999997,16.6342
16.634099999999997,16.634618181818183
16.6344,16.63496363636364
16.6348,16.635436363636362
16.6352,16.63583636363636
16.6357,16.636345454545452
16.636100000000003,16.636763636363636
16.6366,16.637290909090908
16.6381,16.63972727272727
16.6413,16.644981818181815
16.6445,16.649654545454545
16.6476,16.653745454545454
16.6507,16.65727272727273
16.6537,16.660236363636365
16.6567,16.662654545454547
16.6596,16.664527272727273
16.6625,16.665872727272728
16.665300000000002,16.66669090909091
16.667,16.667
16.667,16.667
16.667,16.667
16.6674,16.667727272727276
16.6674,16.667654545454546
16.6674,16.66758181818182
16.6674,16.66750909090909
16.6674,16.667436363636366
16.6674,16.66736363636364
16.6674,16.66729090909091
16.6674,16.667218181818185
16.6674,16.667145454545455
16.6674,16.66707272727273
16.667,16.667
16.667,16.667
16.666600000000003,16.66627272727273
16.666200000000003,16.665618181818182
16.6658,16.665036363636364
16.6655,16.664709090909092
16.6647,16.663527272727276
16.663999999999998,16.662672727272728
16.6633,16.661945454545457
16.662599999999998,16.661345454545458
16.6619,16.66087272727273
16.6612,16.660527272727276
16.660899999999998,16.66030909090909
16.6605,16.65996363636364
16.6599,16.65932727272727
16.659000000000002,16.658436363636362
16.6586,16.65770909090909
16.658,16.656872727272727
16.657400000000003,16.656145454545452
16.656699999999997,16.655345454545454
16.6558,16.65430909090909
16.654900000000005,16.653436363636363
16.6539,16.652545454545454
16.653000000000002,16.651836363636363
16.652300000000004,16.65129090909091
16.6509,16.649236363636362
16.649499999999996,16.647436363636363
16.648199999999996,16.64589090909091
16.646700000000003,16.64421818181818
16.645300000000002,16.64281818181818
16.6441,16.641672727272727
16.642900000000004,16.640745454545453
16.6417,16.639854545454543
16.6406,16.639363636363633
16.639500000000005,16.639072727272726
16.639300000000002,16.638981818181815
16.639100000000003,16.638927272727273
16.6389,16.63890909090909
16.639,16.63910909090909
16.639199999999995,16.639472727272725
16.6393,16.639618181818182
16.6402,16.6412
16.6408,16.641890909090908
16.6413,16.64247272727273
16.641399999999997,16.642236363636364
16.641499999999997,16.64198181818182
16.6411,16.640800000000002
16.6406,16.639509090909094
16.637700000000002,16.634127272727273
16.6347,16.629272727272728
16.632399999999997,16.626054545454544
16.6294,16.623436363636362
16.629900000000003,16.627
16.6304,16.63047272727273
16.6312,16.633672727272728
16.631999999999998,16.636727272727274
16.6332,16.639454545454548
16.6344,16.64178181818182
16.6375,16.64316363636364
16.6405,16.6438
16.642699999999998,16.643527272727273
16.644600000000004,16.64249090909091
16.6433,16.640927272727275
16.642,16.6396
16.6407,16.638327272727274
16.639300000000002,16.637109090909092
16.637999999999998,16.636145454545456
16.636699999999998,16.635236363636366
16.6355,16.63401818181818
16.6342,16.632654545454546
16.633099999999995,16.631527272727272
16.632199999999994,16.6306
16.631099999999996,16.629290909090912
16.6298,16.62781818181818
16.628,16.62549090909091
16.6261,16.623127272727274
16.624200000000002,16.62110909090909
16.622,16.61870909090909
16.619899999999998,16.616345454545456
16.6177,16.61381818181818
16.615299999999998,16.611327272727273
16.612399999999997,16.608363636363638
16.609799999999996,16.60592727272727
16.6073,16.60378181818182
16.604799999999994,16.601
16.6017,16.59721818181818
16.598499999999998,16.59381818181818
16.5957,16.590999999999998
16.5931,16.588690909090907
16.590500000000002,16.586309090909086
16.588099999999997,16.584400000000002
16.5859,16.58238181818182
16.5839,16.581127272727272
16.58,16.5766
16.5767,16.57278181818182
16.574,16.569200000000002
16.5707,16.564836363636363
16.567400000000003,16.56107272727273
16.564100000000003,16.557909090909092
16.561100000000003,16.555345454545456
16.558,16.553145454545458
16.555100000000003,16.551327272727274
16.552,16.550036363636366
16.550900000000002,16.54930909090909
16.5499,16.548963636363634
16.5492,16.54898181818182
16.549200000000003,16.549127272727272
16.549200000000003,16.54927272727273
16.549200000000003,16.549418181818183
16.549200000000003,16.54956363636364
16.5493,16.54970909090909
16.549599999999998,16.55001818181818
16.548199999999998,16.54718181818182
16.545499999999997,16.542236363636366
16.543,16.538327272727276
16.5398,16.53378181818182
16.537399999999998,16.53127272727273
16.5351,16.52938181818182
16.533499999999997,16.529181818181822
16.532,16.52945454545455
16.530800000000003,16.530545454545454
16.5299,16.53258181818182
16.530800000000003,16.534963636363635
16.5329,16.537000000000003
16.535500000000003,16.540109090909095
16.5388,16.542927272727276
16.5413,16.545145454545455
16.5445,16.54836363636364
16.546999999999997,16.551
16.5495,16.55336363636364
16.5523,16.55636363636364
16.554700000000004,16.558854545454544
16.557,16.560909090909092
16.5594,16.562545454545454
16.5633,16.56792727272727
16.564799999999998,16.56841818181818
16.5668,16.569545454545455
16.569300000000002,16.572672727272728
16.5726,16.5768
16.5762,16.581054545454545
16.579200000000004,16.584654545454544
16.5822,16.587709090909094
16.5852,16.59021818181818
16.5882,16.592181818181817
16.588900000000002,16.593600000000002
16.591900000000003,16.59489090909091
16.5944,16.595636363636363
16.5957,16.596109090909092
16.596200000000003,16.596345454545453
16.596300000000003,16.59649090909091
16.5964,16.596618181818183
16.596600000000002,16.596909090909094
16.5968,16.597163636363636
16.597,16.59738181818182
16.597200000000004,16.597563636363635
16.597499999999997,16.59789090909091
16.5978,16.598163636363633
16.598,16.598381818181817
16.5982,16.598563636363636
16.598399999999998,16.59870909090909
16.598599999999998,16.59881818181818
16.598699999999997,16.59889090909091
16.5988,16.598945454545454
16.598999999999997,16.599163636363635
16.5992,16.599345454545457
16.5993,16.59949090909091
16.599399999999996,16.599618181818183
16.5995,16.59972727272727
16.5998,16.600181818181817
16.600299999999997,16.600945454545457
16.6008,16.601618181818182
16.6013,16.602199999999996
16.6027,16.60432727272727
16.604000000000003,16.6062
16.6054,16.60801818181818
16.6058,16.607763636363636
16.606299999999997,16.60761818181818
16.6068,16.607381818181818
16.607099999999996,16.607054545454545
16.6072,16.606672727272727
16.6073,16.606272727272724
16.607499999999998,16.60603636363636
16.606699999999996,16.605581818181818
16.6058,16.605090909090908
16.6048,16.604763636363636
16.6048,16.60461818181818
16.6052,16.60538181818182
16.605700000000002,16.606254545454544
16.6097,16.613400000000002
16.6125,16.617636363636365
16.616500000000002,16.623545454545457
16.6193,16.626727272727276
16.6222,16.6294
16.6242,16.629727272727276
16.625499999999995,16.62841818181818
16.625999999999998,16.625418181818183
16.6253,16.621054545454545
16.6245,16.616818181818182
16.6202,16.612727272727273
16.6171,16.60941818181818
16.613099999999996,16.607218181818183
16.6102,16.605745454545456
16.6072,16.60461818181818
16.605199999999996,16.604036363636364
16.6037,16.603454545454543
16.602700000000002,16.6026
16.602300000000003,16.60174545454545
16.6017,16.600600000000004
16.601100000000002,16.599563636363637
16.600500000000004,16.598636363636366
16.599600000000002,16.597818181818184
16.5987,16.597163636363636
16.5978,16.59649090909091
16.596899999999998,16.59598181818182
16.596200000000003,16.595636363636363
16.5958,16.595418181818182
16.595499999999998,16.59527272727273
16.5954,16.595181818181818
16.5953,16.59510909090909
16.5952,16.59505454545455
16.595,16.59483636363636
16.5944,16.59392727272727
16.592999999999996,16.591490909090908
16.591499999999996,16.589127272727275
16.5915,16.58976363636364
16.5914,16.59021818181818
16.591199999999997,16.59050909090909
16.5901,16.5892
16.589,16.58809090909091
16.586800000000004,16.585181818181816
16.5847,16.582672727272726
16.582900000000002,16.580363636363636
16.582,16.578381818181818
16.5811,16.57638181818182
16.578599999999998,16.574363636363636
16.5762,16.572799999999997
16.5738,16.571490909090908
16.5738,16.573345454545457
16.5738,16.5752
16.574900000000003,16.577054545454548
16.575899999999997,16.57852727272727
16.5767,16.579272727272727
16.5773,16.579509090909088
16.5779,16.579454545454546
16.5786,16.579290909090908
16.5793,16.579
16.579,16.57658181818182
16.578899999999997,16.57730909090909
16.5789,16.578236363636364
16.578899999999997,16.57916363636364
16.5789,16.57990909090909
16.5804,16.58283636363636
16.5822,16.585672727272726
16.5841,16.58818181818182
16.586000000000002,16.590345454545457
16.5879,16.592163636363637
16.5909,16.593636363636364
16.592100000000002,16.59438181818182
16.593200000000003,16.59490909090909
16.5943,16.595236363636364
16.5959,16.59609090909091
16.596399999999996,16.596836363636363
16.596600000000002,16.597127272727274
16.6001,16.603381818181816
16.6021,16.606272727272724
16.6042,16.608981818181817
16.606299999999997,16.611309090909092
16.6064,16.609436363636362
16.607,16.608454545454546
16.6088,16.609545454545454
16.61,16.609945454545453
16.611,16.609945454545453
16.6112,16.607945454545455
16.603299999999997,16.597181818181816
16.597,16.588036363636363
16.5946,16.587309090909088
16.5918,16.58629090909091
16.5918,16.58705454545455
16.5913,16.587818181818186
16.5896,16.58867272727273
16.5875,16.588745454545453
16.585500000000003,16.5892
16.584400000000002,16.589836363636362
16.5865,16.587763636363636
16.588500000000003,16.585309090909092
16.586500000000004,16.58249090909091
16.5839,16.578218181818183
16.5816,16.57623636363636
16.5793,16.57467272727273
16.576100000000004,16.571890909090907
16.5735,16.56969090909091
16.5709,16.567963636363636
16.568299999999997,16.566527272727274
16.567299999999996,16.56556363636364
16.563799999999997,16.560236363636363
16.5603,16.555545454545452
16.558400000000002,16.552581818181817
16.5554,16.54978181818182
16.5517,16.546254545454545
16.5489,16.5434
16.544600000000003,16.538327272727273
16.540300000000002,16.534036363636364
16.535999999999998,16.530345454545458
16.531700000000004,16.527436363636365
16.5298,16.525127272727275
16.528,16.523345454545456
16.5255,16.521709090909095
16.523100000000003,16.520527272727275
16.5201,16.517418181818183
16.5174,16.515400000000003
16.5165,16.514418181818183
16.515700000000002,16.513781818181815
16.515700000000002,16.514563636363636
16.516,16.51589090909091
16.5165,16.517345454545456
16.5182,16.521072727272728
16.520000000000003,16.524490909090908
16.522000000000002,16.527945454545453
16.525299999999998,16.53103636363636
16.526699999999998,16.530618181818184
16.5263,16.52721818181818
16.5259,16.524072727272728
16.524900000000002,16.521181818181816
16.5238,16.518836363636364
16.5227,16.516872727272727
16.5206,16.515654545454545
16.518700000000003,16.51518181818182
16.5169,16.515600000000003
16.5151,16.516345454545455
16.5149,16.517418181818183
16.5164,16.51889090909091
16.5178,16.52009090909091
16.518899999999995,16.52067272727273
16.519800000000004,16.521054545454547
16.5233,16.52618181818182
16.5261,16.52994545454545
16.528600000000004,16.533018181818182
16.530399999999997,16.53490909090909
16.5322,16.536472727272727
16.5319,16.53389090909091
16.533500000000004,16.53518181818182
16.5336,16.533454545454546
16.5337,16.531345454545455
16.5338,16.529218181818184
16.531200000000002,16.527072727272728
16.5293,16.525945454545454
16.527400000000004,16.52498181818182
16.526400000000002,16.52527272727273
16.5253,16.525563636363636
16.5263,16.526054545454542
16.523699999999998,16.523636363636363
16.5227,16.521872727272726
16.521900000000002,16.520290909090907
16.5211,16.518854545454545
16.5205,16.51792727272727
16.521399999999996,16.520381818181818
16.5228,16.523400000000002
16.5237,16.526163636363634
16.524700000000003,16.528763636363635
16.525700000000004,16.531181818181818
16.5286,16.534145454545452
16.5314,16.536581818181816
16.535400000000003,16.54069090909091
16.5394,16.544072727272727
16.5437,16.547636363636364
16.5465,16.550963636363637
16.549,16.553963636363637
16.5522,16.55778181818182
16.5555,16.5612
16.5589,16.5642
16.5623,16.56730909090909
16.566499999999998,16.571254545454543
16.57,16.575345454545456
16.5735,16.5788
16.5786,16.585436363636365
16.583499999999997,16.591327272727273
16.588299999999997,16.596327272727272
16.592399999999998,16.600454545454546
16.596399999999996,16.603836363636365
16.6002,16.606309090909093
16.6052,16.611
16.6063,16.60914545454545
16.6074,16.608
16.6094,16.608290909090908
16.6114,16.612036363636363
16.6137,16.616145454545457
16.616000000000003,16.619836363636363
16.618300000000005,16.62310909090909
16.620600000000003,16.62596363636364
16.623,16.628400000000003
16.6236,16.630036363636364
16.627500000000005,16.63192727272727
16.630900000000004,16.633109090909095
16.6339,16.634581818181818
16.6367,16.638963636363638
16.6392,16.643018181818185
16.641799999999996,16.646800000000002
16.6462,16.65338181818182
16.6489,16.65607272727273
16.6539,16.662454545454544
16.6597,16.66901818181818
16.6653,16.674527272727275
16.6719,16.680836363636363
16.677999999999997,16.685945454545454
16.6822,16.68994545454545
16.686299999999996,16.693181818181817
16.691999999999997,16.698763636363633
16.695899999999995,16.70330909090909
16.7015,16.707145454545454
16.7048,16.709963636363636
16.7075,16.71218181818182
16.708499999999997,16.710818181818183
16.708499999999997,16.709272727272726
16.710299999999997,16.711000000000002
16.7121,16.7124
16.7138,16.713290909090908
16.712899999999998,16.712236363636364
16.7114,16.710254545454546
16.709899999999998,16.708545454545455
16.7084,16.70710909090909
16.7068,16.705763636363635
16.706799999999998,16.704527272727272
16.706799999999998,16.70329090909091
16.705,16.702054545454548
16.7029,16.7006
16.7002,16.698254545454546
16.6977,16.695127272727273
16.695600000000002,16.692090909090904
16.693400000000004,16.689254545454542
16.691200000000002,16.686818181818182
16.6868,16.6806
16.6832,16.676454545454543
16.6791,16.672054545454547
16.6749,16.668218181818183
16.670900000000003,16.664963636363638
16.666900000000002,16.661163636363636
16.663600000000002,16.65809090909091
16.660500000000003,16.655618181818184
16.657500000000002,16.653709090909093
16.654500000000002,16.652345454545454
16.6538,16.65152727272727
16.6522,16.650472727272728
16.651099999999996,16.64970909090909
16.6484,16.646054545454543
16.6477,16.646345454545454
16.6476,16.64658181818182
16.645699999999998,16.643563636363634
16.6438,16.64089090909091
16.643700000000003,16.641836363636365
16.643700000000003,16.64298181818182
16.643700000000003,16.644127272727275
16.643700000000003,16.644909090909092
16.642900000000004,16.644236363636363
16.6438,16.643709090909088
16.642100000000003,16.641745454545454
16.6397,16.638636363636365
16.639,16.63578181818182
16.6379,16.632327272727274
16.634999999999998,16.629072727272728
16.631,16.624527272727274
16.627000000000002,16.62070909090909
16.623200000000004,16.617618181818184
16.619999999999997,16.614854545454545
16.616,16.61121818181818
16.6127,16.608309090909092
16.610099999999996,16.60581818181818
16.606900000000003,16.602527272727272
16.603900000000003,16.599454545454545
16.600900000000003,16.596927272727275
