ID,MTS,AMOUNT,PRICE,fisher_transform,fft
264428417,1530550345008,5.05198442,0.0025209,0.0025209053400738037,(2.5708646+0j)
264428216,1530550307714,-1.67267148,0.00252,0.0025200053343563734,(-0.0048809816721237-0.001135589772474821j)
264428210,1530550306798,-10.32690875,0.00252,0.0025200053343563734,(0.0003497090186410226+0.0025730315013333294j)
264428173,1530550299244,-1.0,0.00252,0.0025200053343563734,(-0.0014533449300456538+0.0016946391034658212j)
264427343,1530550123419,-38.00501155,0.002522,0.0025220053470673054,(0.0013426292990847825+0.0030176135889936153j)
264427034,1530550064750,-11.99498845,0.002522,0.0025220053470673054,(-0.0008606800787552445+0.0009203604384637042j)
264426850,1530550009956,17.61860562,0.0025242,0.0025242053610726655,(-0.0018257229197744488+0.000389481301619582j)
264426849,1530550009954,1.21635556,0.0025242,0.0025242053610726655,(0.000724623724174941+0.0014086797599751405j)
264426848,1530550009952,6.00258111,0.0025241,0.002524105360435568,(-0.001724924723281685+0.0007551305202526951j)
264426847,1530550009949,55.0,0.0025241,0.002524105360435568,(-0.0013999973611122393+8.700334440276848e-05j)
264426846,1530550009947,8.12895629,0.0025241,0.002524105360435568,(0.0010121710793225022+4.639304121261681e-05j)
264426845,1530550009945,8.22912013,0.0025241,0.002524105360435568,(0.0012025248152088726+0.0007784455369160751j)
264426844,1530550009943,3.00386894,0.0025241,0.002524105360435568,(-0.00035544030698255147+0.0008145383882318516j)
264426811,1530549996006,0.80051235,0.0025239999999999998,0.0025240053597983536,(0.0005332829286878572+0.000965089441196024j)
264426777,1530549984700,48.34927892,0.0025239999999999998,0.0025240053597983536,(-0.0002735011704923379-1.6607478227070112e-05j)
264426776,1530549984699,6.00258111,0.0025239,0.0025239053591613533,(-0.0013346253753398073+0.0006117541699554958j)
264426465,1530549922789,-5.65490917,0.0025221,0.0025221053477033216,(-0.00019072557184734456-6.477148620623557e-05j)
264426284,1530549895668,-178.2782939,0.0025221,0.0025221053477033216,(-0.0006694504343778477+0.00017327051135524512j)
264425766,1530549729186,-2.66,0.0025210000000000002,0.0025210053407092262,(-0.00045627832431976084+0.0007213267637505964j)
264424001,1530549343843,-30.65680792,0.002522,0.0025220053470673054,(-0.00031528282928721595-0.0002857823778712802j)
264424000,1530549343842,-5.99952003,0.0025221,0.0025221053477033216,(-0.0006309569680355848-0.00033706032862185843j)
264423922,1530549330693,-207.8693,0.002522,0.0025220053470673054,(-0.00029936048840910356-0.00017843239220121157j)
264423308,1530549204459,-1.4641926,0.002522,0.0025220053470673054,(-0.0001029680671076427-5.7273590931688714e-06j)
264423307,1530549204457,-22.43555459,0.0025221999999999996,0.0025222053483395525,(-0.0004462690576559843-0.00042192891621659675j)
264423297,1530549201677,3.60020362,0.0025221999999999996,0.0025222053483395525,(-0.00026467613241978595+2.9204875933196117e-05j)
264423296,1530549201675,3.12924179,0.0025221999999999996,0.0025222053483395525,(-0.00025217126316813733+0.0002952952533000633j)
264423295,1530549201672,55.0,0.0025221,0.0025221053477033216,(-0.0001567366600143851-0.00046183131759400183j)
264423294,1530549201669,15.835,0.0025221,0.0025221053477033216,(-0.00042868939369467484+0.00013672821286506926j)
264423220,1530549189258,14.85571812,0.0025221,0.0025221053477033216,(0.00022964110959738208+0.000217537194200684j)
264423219,1530549189257,1.28206998,0.0025221,0.0025221053477033216,(-7.498427797493795e-05-0.0006388675864475266j)
264423218,1530549189255,1.22332362,0.0025221,0.0025221053477033216,(-0.0004348320051834279+0.0001877230576467651j)
264423217,1530549189254,1.12387461,0.0025221,0.0025221053477033216,(0.00030198916547788103+7.974630231339294e-06j)
264423216,1530549189253,1.19561295,0.0025221,0.0025221053477033216,(-0.00025652332767546454-0.00019623711116462946j)
264422729,1530549108622,-145.52539867,0.002522,0.0025220053470673054,(-3.7497930995401306e-05-9.684874525298566e-05j)
264422634,1530549096692,-4.82253,0.002522,0.0025220053470673054,(-1.0562382908341253e-05-0.0001700517882288443j)
264420953,1530548878299,-4.8147199999999994,0.002522,0.0025220053470673054,(-0.00015171091318851856-9.682679886438671e-05j)
264420761,1530548849777,-4.81278,0.002522,0.0025220053470673054,(-0.0003195476564216029-0.00019255292935547902j)
264420720,1530548844214,-14.436520000000002,0.002522,0.0025220053470673054,(-0.0002666084276320341-6.913212553246256e-05j)
264420697,1530548840059,-6.0020407,0.002522,0.0025220053470673054,(-3.902562897205489e-05-9.533109487082704e-05j)
264420503,1530548814172,-2.96234,0.002522,0.0025220053470673054,(9.284680311366594e-05+9.56207980018727e-05j)
264420139,1530548769345,-4.39278011,0.002522,0.0025220053470673054,(-2.4867548276133615e-05+8.691203026754132e-05j)
264419277,1530548718576,-14.45095,0.002522,0.0025220053470673054,(5.554325770912448e-05-0.00013293905266307404j)
264419022,1530548692311,-43.34347,0.002522,0.0025220053470673054,(7.107717310903904e-05-0.00018020786910455933j)
264418855,1530548675526,-14.44617,0.002522,0.0025220053470673054,(-6.464695368977401e-05-2.5145696364165137e-05j)
264418819,1530548673111,-10.07172019,0.0025231,0.002523105354066891,(-9.578073945885611e-05+7.4816863969408e-05j)
264418815,1530548672377,-4.81354,0.0025231,0.002523105354066891,(-0.0001973434415500235+2.53510071932996e-05j)
264418778,1530548669338,-14.44217,0.0025231,0.002523105354066891,(-0.00010733606409290991-0.00011778811713003312j)
264418739,1530548666228,-19.53003863,0.0025234000000000003,0.002523405355977031,(-0.00021958355424762734+5.3272847884758674e-05j)
264418737,1530548666227,-13.17800653,0.0025245000000000003,0.002524505362984362,(-0.00022727787837221715-0.00016912219786000094j)
