hour_minute,high,low,average,open,close
17:22,1.9399999999999997e-05,1.9399999999999997e-05,1.9399999999999997e-05,1.9399999999999997e-05,1.9399999999999997e-05
17:23,1.9399999999999997e-05,1.9399999999999997e-05,1.9399999999999997e-05,1.9399999999999997e-05,1.9399999999999997e-05
17:26,1.943e-05,1.941e-05,1.942333333333333e-05,1.943e-05,1.941e-05
17:27,1.943e-05,1.941e-05,1.94225e-05,1.942e-05,1.943e-05
17:28,1.941e-05,1.9399999999999997e-05,1.9404999999999998e-05,1.941e-05,1.9399999999999997e-05
17:29,1.941e-05,1.941e-05,1.941e-05,1.941e-05,1.941e-05
17:30,1.942e-05,1.942e-05,1.942e-05,1.942e-05,1.942e-05
17:35,1.943e-05,1.942e-05,1.9424999999999998e-05,1.942e-05,1.943e-05
17:36,1.945e-05,1.943e-05,1.9439999999999997e-05,1.945e-05,1.943e-05
17:38,1.945e-05,1.945e-05,1.945e-05,1.945e-05,1.945e-05
17:39,1.947e-05,1.945e-05,1.9463333333333334e-05,1.947e-05,1.945e-05
17:40,1.946e-05,1.943e-05,1.9445e-05,1.944e-05,1.945e-05
17:44,1.944e-05,1.943e-05,1.9433333333333332e-05,1.943e-05,1.943e-05
17:46,1.943e-05,1.943e-05,1.943e-05,1.943e-05,1.943e-05
17:47,1.945e-05,1.943e-05,1.9439999999999997e-05,1.945e-05,1.943e-05
17:48,1.946e-05,1.944e-05,1.9448e-05,1.944e-05,1.946e-05
17:49,1.946e-05,1.944e-05,1.94475e-05,1.944e-05,1.945e-05
17:50,1.948e-05,1.945e-05,1.9464999999999997e-05,1.948e-05,1.945e-05
17:51,1.948e-05,1.945e-05,1.94675e-05,1.948e-05,1.946e-05
17:52,1.949e-05,1.947e-05,1.94775e-05,1.947e-05,1.948e-05
17:53,1.948e-05,1.946e-05,1.947e-05,1.948e-05,1.946e-05
17:54,1.949e-05,1.945e-05,1.947e-05,1.948e-05,1.946e-05
17:55,1.95e-05,1.948e-05,1.94925e-05,1.95e-05,1.949e-05
17:56,1.949e-05,1.948e-05,1.9485e-05,1.948e-05,1.949e-05
17:57,1.946e-05,1.946e-05,1.946e-05,1.946e-05,1.946e-05
17:58,1.946e-05,1.944e-05,1.9446666666666668e-05,1.946e-05,1.944e-05
17:59,1.951e-05,1.951e-05,1.951e-05,1.951e-05,1.951e-05
18:00,1.95e-05,1.95e-05,1.95e-05,1.95e-05,1.95e-05
18:01,1.95e-05,1.949e-05,1.94925e-05,1.949e-05,1.949e-05
18:02,1.948e-05,1.946e-05,1.94675e-05,1.946e-05,1.947e-05
18:03,1.944e-05,1.944e-05,1.944e-05,1.944e-05,1.944e-05
18:04,1.943e-05,1.943e-05,1.943e-05,1.943e-05,1.943e-05
18:05,1.943e-05,1.943e-05,1.943e-05,1.943e-05,1.943e-05
18:06,1.945e-05,1.943e-05,1.9437499999999998e-05,1.943e-05,1.944e-05
18:07,1.945e-05,1.943e-05,1.9439999999999997e-05,1.945e-05,1.943e-05
18:08,1.947e-05,1.945e-05,1.946e-05,1.947e-05,1.945e-05
18:09,1.95e-05,1.948e-05,1.9489999999999998e-05,1.95e-05,1.948e-05
18:10,1.948e-05,1.946e-05,1.9469999999999998e-05,1.946e-05,1.948e-05
18:11,1.946e-05,1.944e-05,1.94525e-05,1.945e-05,1.946e-05
18:12,1.947e-05,1.944e-05,1.94525e-05,1.944e-05,1.946e-05
18:13,1.943e-05,1.943e-05,1.943e-05,1.943e-05,1.943e-05
18:14,1.944e-05,1.943e-05,1.9435e-05,1.944e-05,1.943e-05
18:15,1.951e-05,1.949e-05,1.9502500000000002e-05,1.951e-05,1.95e-05
18:16,1.95e-05,1.948e-05,1.94875e-05,1.948e-05,1.949e-05
18:17,1.956e-05,1.946e-05,1.9519999999999996e-05,1.955e-05,1.947e-05
18:18,1.958e-05,1.955e-05,1.9561250000000002e-05,1.957e-05,1.957e-05
18:19,1.958e-05,1.956e-05,1.9569999999999997e-05,1.958e-05,1.956e-05
18:20,1.961e-05,1.955e-05,1.9583333333333336e-05,1.961e-05,1.959e-05
18:21,1.9600000000000002e-05,1.9600000000000002e-05,1.9600000000000002e-05,1.9600000000000002e-05,1.9600000000000002e-05
18:22,1.963e-05,1.961e-05,1.9622e-05,1.963e-05,1.961e-05
18:23,1.964e-05,1.955e-05,1.9598571428571427e-05,1.964e-05,1.963e-05
18:24,1.967e-05,1.965e-05,1.9656000000000003e-05,1.966e-05,1.965e-05
18:25,1.967e-05,1.965e-05,1.9662e-05,1.967e-05,1.965e-05
18:26,1.968e-05,1.967e-05,1.9676666666666667e-05,1.967e-05,1.968e-05
18:27,1.966e-05,1.966e-05,1.966e-05,1.966e-05,1.966e-05
18:28,1.968e-05,1.966e-05,1.96675e-05,1.966e-05,1.967e-05
18:29,1.968e-05,1.966e-05,1.967e-05,1.968e-05,1.966e-05
18:30,1.969e-05,1.967e-05,1.9679999999999998e-05,1.967e-05,1.969e-05
18:31,1.966e-05,1.965e-05,1.9652e-05,1.965e-05,1.965e-05
