hour_minute,high,low,average,open,close
18:29,6607.1,6606.6,6606.7579925780965,6606.6,6607.0
18:30,6606.7,6605.0,6605.496300072518,6605.0,6606.6
18:31,6605.8,6604.26417057,6604.862459046531,6604.49632271,6605.0
18:32,6606.7,6604.4,6606.147368421052,6606.6,6604.4
18:33,6608.1,6606.6,6607.31851851852,6608.0,6606.7
18:34,6609.9,6608.0,6608.9162162162165,6609.8,6608.0
18:35,6610.0,6609.7,6609.793478260872,6609.7,6609.9
18:36,6609.8,6608.4,6609.578749999998,6608.4,6609.7
18:37,6608.4,6607.2,6607.684399197058,6607.3,6608.4
18:38,6608.0,6607.21439395,6607.609285859166,6608.0,6607.21439395
18:39,6608.1,6607.33051167,6607.916249253404,6608.1,6607.91110027
18:40,6608.1,6608.0,6608.025289303041,6608.0,6608.0
18:41,6608.1,6608.0,6608.0278947092875,6608.1,6608.02721799
18:42,6608.9,6608.0,6608.421814532669,6608.8,6608.1
18:43,6609.8,6608.7,6608.9875,6609.8,6608.7
18:44,6610.0,6609.8,6609.884615384616,6610.0,6609.8
18:45,6614.2,6609.9,6610.945454545455,6614.2,6610.0
18:46,6615.3,6614.3,6615.065904159999,6615.3,6614.3
18:47,6616.5,6615.3,6615.883333333332,6616.4,6615.3
18:48,6618.1,6616.5,6617.502702702703,6618.0,6616.5
18:49,6619.9,6618.1,6618.869696969697,6619.0,6618.1
18:50,6620.1,6618.1,6619.410714285716,6620.1,6618.1
18:51,6625.6,6620.1,6622.349217782498,6622.0,6620.1
18:52,6622.3,6622.0,6622.059375000001,6622.0,6622.0
18:53,6622.1,6618.0,6620.339533507692,6622.0,6618.0
