id,exchange,symbol,date,price,amount,sell,fisher_transform,fft
183805551,bf,btceur,1517543438000,7156.6,0.06646378,False,0.00013973115816283562,(1050.7043272260303+901.1915545673887j)
183805662,bf,btceur,1517543445000,7139.3,0.07142478,True,0.00014006975565394333,(221.59362237356072+1081.3386931348045j)
183805711,bf,btceur,1517543452000,7143.0,0.17845153,False,0.0001399972009706205,(-227.0462448874774-788.1200696007702j)
183805894,bf,btceur,1517543480000,7145.0,0.9999697,False,0.00013995801351005728,(-1078.014615993187-951.4393682634385j)
183805881,bf,btceur,1517543480000,7145.0,0.02456,False,0.00013995801351005728,(300.24826701045043-594.9815447022957j)
183805896,bf,btceur,1517543480000,7145.0,0.3335303,False,0.00013995801351005728,(1002.6625360056667-591.3070382132698j)
183805884,bf,btceur,1517543480000,7145.0,0.028370299999999998,False,0.00013995801351005728,(507.6822394716427-1108.3061508855621j)
183805898,bf,btceur,1517543480000,7145.0,0.055999999999999994,False,0.00013995801351005728,(-657.894527231131-325.34472480448113j)
183805888,bf,btceur,1517543480000,7145.0,0.6303,False,0.00013995801351005728,(1528.0124560408785+422.10863284852815j)
183805890,bf,btceur,1517543480000,7145.0,1.9892,False,0.00013995801351005728,(-252.99977611510616-135.30885557512664j)
183805886,bf,btceur,1517543480000,7145.0,0.0112,False,0.00013995801351005728,(123.1158553909199+441.2012265676273j)
183805908,bf,btceur,1517543481000,7145.0,0.44799999999999995,False,0.00013995801351005728,(1305.9996635516688-222.7466760366264j)
183805920,bf,btceur,1517543481000,7145.0,0.6347,False,0.00013995801351005728,(-103.27994885201754-94.99008498433356j)
183805922,bf,btceur,1517543481000,7145.0,0.6349,False,0.00013995801351005728,(-1224.8062409241802-790.6636669525977j)
183805918,bf,btceur,1517543481000,7145.0,0.6349,False,0.00013995801351005728,(3.238154485781813-155.76200574219143j)
183805933,bf,btceur,1517543482000,7144.5114885,2.4,True,0.00013996758324761596,(-1563.2039989732123+460.86164434566734j)
183805931,bf,btceur,1517543482000,7144.9914315,0.253,True,0.000139958181352105,(-6.51055964188919-902.0954789781093j)
183805928,bf,btceur,1517543482000,7145.0,0.01,False,0.00013995801351005728,(582.1722352383954-296.37538523826225j)
183805925,bf,btceur,1517543482000,7145.0,0.0285,False,0.00013995801351005728,(1500.2177305688901-989.7082302506049j)
183805935,bf,btceur,1517543482000,7144.431498000001,0.038,True,0.00013996915035306972,(810.3714164021828-339.34168562519824j)
183805937,bf,btceur,1517543482000,7144.431498000001,0.2558,True,0.00013996915035306972,(700.0214232082229-199.66152325300195j)
183806012,bf,btceur,1517543494000,7142.9116785,0.19,False,0.00013999893202422146,(1102.9683483774695+83.62052790836975j)
183806019,bf,btceur,1517543496000,7143.071659499999,0.00223325,False,0.00013999579651467644,(540.9250331447731-1311.401695716278j)
183806017,bf,btceur,1517543496000,7143.071659499999,1.04032836,False,0.00013999579651467644,(-507.91851550241444-899.7943015859555j)
183806021,bf,btceur,1517543496000,7143.15165,5.95743839,False,0.0001399942288125064,(188.70612291442302-284.5852240008995j)
183806117,bf,btceur,1517543510000,7143.15165,0.03914,False,0.0001399942288125064,(-99.80332471110763-175.52476742349808j)
183806115,bf,btceur,1517543510000,7143.15165,0.43970697,False,0.0001399942288125064,(734.0065147392974-218.05697640378673j)
183806183,bf,btceur,1517543516000,7151.0,0.10373813,True,0.00013984058264834094,(267.3780385327624-1161.3796204602281j)
183806223,bf,btceur,1517543520000,7153.0,0.03556139,True,0.00013980148280643594,(1099.9934847975587+839.1446529237485j)
183806400,bf,btceur,1517543548000,7158.0,1.77713457,True,0.00013970382879380418,(-2.80957663757443+307.3222272080663j)
183806740,bf,btceur,1517543591000,7138.0,0.11298167,True,0.0001400952656966142,(-1145.8738668759008+751.68227015312j)
183806749,bf,btceur,1517543591000,7139.0,0.3,True,0.00014007564176224995,(-405.7370363462886-267.05487388578877j)
183806738,bf,btceur,1517543591000,7138.0,0.18701833,True,0.0001400952656966142,(-256.674323447303-43.60460973919077j)
183806851,bf,btceur,1517543604000,7126.0,0.3,True,0.00014033118250973594,(-996.3329105536975-933.5407803265548j)
183807264,bf,btceur,1517543644000,7122.0,0.3,True,0.00014040999811451764,(-1773.8239770817065-200.68223400428258j)
183807323,bf,btceur,1517543646000,7137.4,0.01,False,0.00014010704269672205,(-809.5625767750809-1043.8748292406108j)
